X,Y,Z
-4149.95874864043,5000,-4293.25167629091
-4546.36479139988,4224.19290758382,-1992.40497257619
-2587.39716625327,3249.44185661583,-601.851704214715
-1042.20617861071,3853.29927026519,-4962.64609087465
-3946.69720504164,5000,3540.84755127942
-2504.86390859264,2456.65557167601,-1802.23708289236
-4467.32729598824,4063.70432695529,174.563232702057
-4250.34906526807,4355.45710117692,-5000
-3023.20894546589,4221.01331886411,-899.307553840379
-3460.34701963225,4970.55812487301,4265.37900658388
-4364.3405761474,5000,3075.00067848884
-4139.83987317681,148.224702947496,5000
97.3763590855169,-82.0764201731013,710.294005322419
-3012.14751113252,238.568230852889,1839.76289779741
-257.976588278578,-503.036407640955,222.985836701638
-4383.69077915118,605.021236298684,-5000
-2690.87373362849,-3968.24918667436,2531.38944551273
183.472108314943,-1901.26852208205,-3633.40422397159
-4462.99576928441,3736.72009258158,-1511.05478779547
-3133.25193614438,-375.504264302602,-1131.31336599743
169.012165270613,561.698729085063,1654.82491632829
-3894.04947168852,-4160.76206070917,3732.52092145894
-232.43418966324,1953.7437089671,-734.706255221154
-4242.63293207097,5000,-1891.82706138378
-1825.07983650809,-4061.56376308928,-5000
-1330.03038400753,-3673.72855897134,-156.270705047679
347.663690561501,-4719.99669224236,-3852.55318668825
-918.340568478979,-4145.25624114645,4017.08379880479
-3598.81024182215,5000,2206.34902198435
-3643.57413195483,34.8532008198337,4432.91700378619
-418.27972558606,-214.860659395111,-1652.84041139802
-4275.03899601177,280.742455792943,-5000
-105.926251516752,2788.08677966835,3043.11479514591
-3780.03862899474,1578.01319683164,2077.76928459312
-1902.45867861374,-608.74850625676,-3104.51905414699
393.788811329587,-1730.25327255817,2387.17802131123
-528.062227498771,345.954062170818,1034.29418414043
-1643.83896399538,2545.40656668242,-3320.95510371989
-1184.96159580262,-871.28701203014,-2833.97878014365
-327.237248089884,2386.60773512022,344.003890920108
-3365.18508309814,-1875.98677250877,2800.42462008289
423.899947702362,3460.13217657474,1068.7084410836
-4310.41849023409,-5000,-4411.12283861205
-785.813656439914,-4536.86953991139,3990.21097830275
611.160511270979,-2743.99181004891,-3689.85410145916
283.385320464921,194.607517827582,52.4795619306548
-4052.34173484081,5000,1355.7031235774
-2857.92470190704,-2445.58479963247,4264.63439999503
-4291.2543332253,4599.40615360099,-5000
-4232.39723628016,3369.09944914594,3191.43622332523
-441.016747520069,-925.388000762852,2025.83332899032
-2710.87881632285,-2007.92723570653,1719.66578214666
-1005.2872507959,82.0158712142527,-3886.8719212006
-1847.3691289889,3625.09710343992,4149.19482415013
-4123.31609818374,-4317.22024717717,-2739.23513170577
751.900062945494,1373.51986922207,2230.63705170217
433.368702860982,-644.452482854297,3323.88078191874
-3056.33359422777,999.467459856282,-5000
-3677.69359568689,-4165.76205010203,-4693.74497614987
-3869.57462378038,-422.734885853251,-3980.0235673731
894.504935331985,4605.85934665772,-2378.61716378044
-2821.0453594091,-1019.01073215131,-4238.45116819516
-3722.00288186128,-2503.8758797584,2552.18316477757
344.762915275798,-943.423431913583,1441.21942142996
-3353.52228170234,-2658.59118070843,-5000
-2835.61847855312,-4228.89404980516,4666.87743018227
127.47594178968,-3896.30340931817,5000
19.8734899426172,1651.04826883585,3841.45871502447
-924.248509871287,-1698.47073322929,4946.17115615808
-2318.33342960861,5000,3077.37824990617
476.949011720593,-766.260515050205,980.91313870055
-2994.47150044517,5000,1259.87007037014
-3543.18800486655,5000,1968.08629923084
-1801.77961053379,1129.35410692689,-1593.81023942112
-2949.65479393071,601.473047834658,1498.4528085801
-1139.28564155133,-881.152943100944,5000
-1053.83607794081,-4905.37937369601,4217.27427764092
324.917711790812,-2983.52391990687,2664.20596181481
-1090.27763432926,5000,4187.86395752528
346.901667158697,-3755.04279473817,1765.78627915242
-3253.21910971766,-52.5884890382549,2701.62965415288
-3040.34197400664,-2393.79765211381,3717.69548523551
-1606.50179312531,-5000,314.908956809084
247.096691063384,2229.7953930502,3088.05248634269
-2074.82170008288,2676.84055965415,5000
445.692382111427,-5000,1744.71416539256
-3183.76253826938,-2636.9787828253,5000
-2896.96682537518,1031.94875525788,3561.56028795574
-2384.35372529927,-367.294829233286,-4366.62477861562
1445.20194002736,-742.106703383865,-3987.67630254788
1447.60182498836,1898.6392594994,2405.83811451012
1568.31768688051,4133.78797753554,-2574.315899269
-1518.9539106123,-4457.79515448191,2234.89195620219
-2430.32442495684,2492.59944991985,5000
-964.278987507449,-3933.94320669486,-1556.16456585125
-1003.25046987847,-2627.96721279353,-975.144992754681
-2020.03735496558,-13.8691441656208,5000
-907.288935789322,4530.30275265791,3871.94801863882
-1039.80189382133,-518.714363967028,-1738.57570991348
-733.401974794709,-529.811963343794,3911.76974298091
-3029.66894210302,-1619.45701440739,2596.44020367734
-1987.85122394199,5000,114.817859327749
-1631.39949981614,3935.44525802039,-1287.32347637384
1309.4637032721,159.848374049618,2533.99148462336
-2843.90956049885,-3123.85811683023,-5000
288.152295570044,-2163.34240434362,3807.32970730712
-2867.51449421549,1445.95168125994,4491.04066696909
499.538428499835,-2299.25638439847,5000
-2780.31758623079,-4089.24990163884,953.933704301927
1942.1340348178,-4063.26347848573,3141.19026100985
1962.46839744592,-4564.87028875375,-1058.06419478782
530.595838770839,114.225906157981,5000
166.542246581075,-3757.3536433087,-2343.41207658218
2103.42009067578,1354.80752479818,-1922.89114920624
-2274.31421009608,-2192.58424977127,1682.06028334313
-1180.52502181864,-848.929626044734,1262.81558483149
-2792.29860490794,-5000,4736.14938638688
363.940369207,-5000,-986.77375054526
-2781.39357265528,4334.48849285431,5000
-2758.70458362983,2949.8265375209,-4451.03292333984
-2152.91734216583,5000,4032.0536847076
-2304.00169128125,318.681575067157,-4104.93726730237
6.86960683836378,-247.520179918855,-3660.03850269874
-1913.90102083919,5000,-528.991986408167
358.693964527135,3894.63999047646,3983.7396750735
272.65986457879,-1223.98345351364,-483.520658819213
1355.18881554025,-2713.12865382102,5000
-2189.80705200214,-5000,-4650.91555074587
-1704.90018548046,2529.88414160758,4329.02262657665
-1723.79412288732,-10.9155985317666,5000
2339.82657173754,2979.80168390297,-998.572127237908
602.993942573618,5000,-1324.39072059552
-921.723081166874,5000,2627.22017736635
2219.74083863324,-2656.87033186128,-2066.96167891529
-2170.23239774886,-4096.64564367117,-5000
2551.99180759701,1375.05774147409,-2570.53059706634
-2033.28362992771,5000,-1495.90193092838
-1340.60998055355,1795.45800358949,-2621.70971477817
-1707.4938831343,2671.09221648456,5000
1356.42189347572,-3862.29170084743,-2025.16374579248
2590.26838778432,1411.12145989842,3087.85062632555
676.714848596792,2426.64187272604,-1642.9931939492
1357.798453951,-2985.68846615203,4149.27364323153
-650.511828604231,-5000,1002.08725958384
2596.33596851486,-3342.34894670237,-3475.67395759219
-1994.91457542075,-5000,4210.28056631406
-125.956377071757,-3598.78512151482,1834.68700274722
2714.709817092,2185.72391823163,3644.56054478786
2708.44274581757,-1382.38882162524,3343.99614129194
411.500150875135,3403.29212507181,5000
-2166.88121009537,1396.09493378098,-5000
-2109.62246188334,4607.12071436619,-5000
883.230792207638,4540.63601007918,-1336.76737366629
-1007.60012282569,-5000,3090.79616140672
-2010.10934232631,1144.07517434065,1792.40410628723
-1347.78169267974,-3126.4867109101,5000
-1875.78605505326,3461.395827147,3981.9907643987
2878.66509324681,-4025.37325495226,350.488670528782
623.763177438724,3750.61767381568,-3463.58273290715
2802.62036856449,4053.76307960668,-3547.47991292472
-1947.18525291025,-4351.53327181657,-912.523707698063
-1547.66880763091,-4682.87130466361,-2650.49087776426
-1827.05136089992,-76.5395901988716,-4354.32626584164
-1834.8824757604,4292.85772495863,5000
2970.46485508624,-232.395679875713,-4871.56402521457
-661.620361661812,-2850.77083665206,-836.831201333332
1593.33253453891,-116.438784863866,-469.254414286326
2104.54289273436,-3328.89966613609,-1155.82783984592
-193.372875396314,5000,-35.5187824782665
3039.74010150104,-3753.46937823196,4872.13260980926
1971.10566789727,4380.81451405255,-5000
-1801.5631203054,-4686.45645696683,-10.8952763767429
2896.3161635127,1004.33478139584,-732.67518990504
-1592.7428138185,5000,-3331.87517089938
875.431190135028,3155.76205410684,-505.902662020478
-1598.90617389863,3250.13680016581,-3835.51442576151
1900.74434373872,-1068.43932429652,1733.63253259223
198.922395809066,-4096.39787008146,4483.35600371121
-1760.73036069822,-23.933804265962,111.821558694086
2961.94331755027,-1166.95184877341,-3998.83357329502
2600.5213962355,4559.00000040452,-936.914329760507
2430.10000398021,2622.9702440665,-2015.127724633
-1138.79801143588,1644.09630013757,-3921.69029293283
-62.3824690924421,322.61173875842,-4406.63046401982
3269.10056783173,4054.68853600402,4405.38712720526
3024.24235084434,4009.94075078403,-1901.40221934895
3183.78868966805,4086.64282368784,1093.21147565664
2697.56123343217,-5000,243.579738289891
-352.052958113104,-4831.42805953957,5000
2612.1045022839,-4424.66491892332,707.564642355113
-949.22480432159,-5000,-4331.0400569523
811.85833628492,4092.59987840804,-782.800940765375
69.996252154885,-2946.42071955013,-51.1186079282602
232.462995940462,202.716371570795,-1805.55904293842
3426.54560476326,4962.26087065698,3618.8210005628
-768.385068247016,4808.10762137702,-4793.03847409661
356.774037270775,-732.512169948754,5000
1540.97012933524,550.103182441659,943.609525533649
559.91870832304,-5000,-209.547977391733
3482.02142277178,-1913.35280985366,4998.77293552472
-777.434329676149,-5000,2312.15287707315
3254.3599382504,1055.73116491742,-692.040785679673
-962.579873953287,-2230.1399563896,-4536.90451873769
2697.27621127285,-1616.50014374302,-141.125388364235
1991.96950774375,3481.76950960515,-786.773954371387
3280.3796441118,-513.312515087985,-2931.57248658817
3250.65348246953,2564.3602456412,3141.48573061371
3798.65040662973,3948.14092733008,-250.518995636845
726.959080512002,2620.85584286194,-1200.2574878045
-428.855427418372,-1323.86186994544,-4343.29479855752
2775.91924704288,-149.022610723488,-3791.61255188984
-859.66131957779,-2117.32262155939,-5000
3325.6147854483,-4782.55634713434,-4097.63570738216
297.191363687103,-3081.76415771512,-3435.46825954447
2558.25111562526,-2482.78222076087,-4391.09020975249
3776.25490871123,3333.24044315314,-3465.54743032255
-59.3396500873241,4263.21052024876,1533.62062655584
3968.80440840674,-1600.3748282402,-356.80817402925
2461.7418969606,-459.051505773072,-119.148890008285
-763.662178220516,4081.87991189255,-4848.22162822102
778.809805718535,-5000,-3395.28955843804
-885.05274629301,-5000,-1223.84486893666
3252.41366437023,163.48285637705,408.860611616995
332.497919081818,-3199.28761618887,2502.4048666386
4080.52349906419,-697.387397598801,-940.526702218454
3956.85337702761,3624.65202077418,2862.4966206388
-751.984807019842,1793.26954484759,-2731.35031788847
810.181279259444,1320.71336413673,2953.66867385928
3846.87436003794,1929.17934483832,4875.73281300462
-439.686213597374,3293.47641933945,2303.86484749095
1531.21178765571,3207.76701415233,5000
4131.43149099703,2501.62059165755,-3852.71929939884
4274.26865519084,1541.76761242385,-2501.86891817634
-238.999264181734,-5000,-1839.3001927787
469.851244695014,3577.64278995776,1745.22472285259
3448.15566079556,3483.4251532117,-111.406247731752
-9.33664821784089,-164.572020328917,5000
3535.89127867356,-549.669822608702,-498.470684049675
4409.93296649692,-4134.97285589825,-376.301186470811
2552.91086491322,-2685.61035636179,1967.3258738493
1578.72833284756,4676.42747672536,-5000
4367.71549417358,-3230.90696665853,-454.577991944181
4220.95132692436,-730.463145720607,-1414.57369868376
3381.58948285985,-2131.10870961898,-2710.98837813888
3242.9911355031,-5000,-106.040357091689
3867.1642306188,-1594.10859772961,-3523.15851096216
4392.53058126761,734.006471408728,-4901.61192915214
631.091769525115,-1223.82665823466,699.420030958747
828.086612497854,2054.78407850822,390.640795228022
1917.79921275,-5000,-2038.3165604007
3962.00297077972,-2303.12253986502,-1267.8243246482
-329.180988389027,-29.0710892014554,-5000
3294.3013204958,-3316.50174300868,2467.14485959121
2749.70994887475,4109.09927983667,-5000
-219.791386921234,3264.5079206244,3529.81775016435
4085.23625867751,983.672379599244,595.659726728388
920.427495625266,-1402.39506345766,-2032.0855062674
4788.13732617284,-3885.56832088296,4133.19051934494
2622.38106001486,226.556192561225,-442.247566831559
4270.51116369474,4550.77926535305,-1072.44733007642
878.232853230145,3262.75545695612,657.012942028117
458.134127585559,-5000,-1619.36362320694
4526.91315842301,-3415.55032132768,897.419018693707
4911.22760106878,-4967.03507292936,-3286.24704548102
533.822001779335,1339.12726701702,-3249.97765097897
276.483792974385,678.423357603801,-5000
3128.88296811596,-405.599433226992,4760.34640979547
1456.99076751935,1058.32567570105,1352.85723405656
754.381618800539,-4105.07590102375,-4905.42608952068
1092.30143225638,5000,3939.49912249388
5000,2320.05109684332,-2747.10737505857
1610.86558347968,5000,-1215.93292663453
1528.4648257635,769.288514533416,2208.95987185719
1685.48554287638,-2338.92868318992,2485.5519088633
1758.47884087487,-793.248857021623,-3403.15211093259
1464.97649824839,4343.18038383631,-1151.6920840732
3773.68094695761,-310.867463698459,2819.70423655496
3186.65675752132,-1440.87990592643,1119.85013816348
1225.57553846407,3698.52167673884,-4213.65475090074
550.791036340347,5000,391.862656336074
1441.91732220165,4803.26401168633,1792.91088590468
1809.28949784527,1765.75083406136,-928.562689997217
5000,4483.35151399071,3971.52688544928
3857.25553069977,4186.36553741314,705.743472972127
1272.65192829093,540.164539797207,-5000
923.460774613493,-2269.61120961485,-4677.19142139591
5000,759.66972671406,3068.92103077088
1135.97832618508,-1985.24348114437,3116.90810740019
993.322869022494,4511.37601436557,-801.18251477906
3522.52757176336,970.653529289325,-931.985736538582
1716.83020877823,-4803.449270441,-677.257743055791
1861.07804864094,1944.07693344368,-1861.96141984202
3594.72932523208,-130.067116783526,-2575.85735602872
5000,1846.30617244491,-923.970593359659
1544.6530312542,-5000,-1435.58005570366
1410.40281713073,3825.54553372884,-3540.2606146196
4375.56717019288,665.520410398012,-4185.51490281054
3154.80381442403,5000,1997.30705817215
3959.30677832254,2720.58144630926,4837.38772418635
3992.39449337547,-471.284012373614,-1064.28908545856
5000,-1832.60798588856,-4442.89166913915
2409.08897076284,-317.933048138722,-4559.73963121102
1120.54013397706,-5000,3344.99595943283
3499.80247603267,-619.434814750036,3784.74545135904
3062.99599368352,-1826.00529473745,2110.97365973096
5000,2352.95881316785,-4333.08370987709
2842.29276522477,-3797.61979296937,-996.809094867012
5000,3028.59273721468,3838.84536454666
5000,829.687579326896,1046.14265670484
3424.32782395823,-1008.00338776219,2300.59278565999
4201.02333156298,-4358.82734452606,1772.19301561112
1394.08758069982,1530.08413904969,3535.05841213711
5000,-3809.67060242485,-2329.36103653559
3397.58477766525,3061.02806532083,3912.4468166528
4129.0837843784,-94.2130848114791,2373.30317237102
2104.52326539026,1595.9501344617,5000
2666.86445734986,1273.81108064308,1530.27599154186
5000,-3160.9915908559,3668.52224946907
1972.03530513979,-2440.35333038349,-5000
1755.97322242223,5000,2696.22245912123
1472.63083146869,-3691.5600927685,-5000
5000,-730.487962622236,1855.54491806651
5000,-1032.75823239689,-3930.21641597039
4570.36314986726,-2238.73326115861,2970.11486239836
4937.82698629505,2307.04390686284,3671.15804563146
2389.1003916357,-594.534061345262,-5000
1558.98111113677,-5000,4601.42214993779
2748.22555484774,4263.22290114178,-4377.63389255832
4418.33125602811,-4548.88207826306,-4326.06195145309
5000,2988.30498854649,-1629.62178292579
5000,-3765.34358350932,-400.656273830713
1703.26033903739,2813.78010244596,3935.45436516269
5000,2441.81260448057,-3320.0383721327
2115.63177548291,4951.58707436648,4176.53837154056
3251.13420872606,2320.90203147463,-1612.30174457247
5000,-561.292731474646,2432.06024610751
2205.66157082781,-5000,2709.39855694187
3687.49791492891,-2938.01830535544,-1896.43590640861
5000,-1028.65263600888,0.015221859663427
3494.54286652056,5000,1257.76926303324
2222.6813460659,1039.34020203186,-1497.91463122529
5000,4726.03596082898,3929.70319677292
1956.60636853448,-5000,4224.96559863317
4430.11098840597,-5000,77.3087692586194
4691.30334014602,-1799.17330022355,3369.99633938397
2308.21104448534,-1597.823544557,-5000
2644.768876885,-1443.52713778499,-5000
5000,-1194.62051862425,2791.97432075776
5000,346.991808315544,-355.331480048224
3839.79242642769,347.126966157744,3223.89806927011
4116.20353736329,-1155.42203826977,5000
3858.8603322988,1151.72677534199,3110.98002668423
2966.29088949712,4472.16281423261,4805.60486057525
4868.58396922644,-1794.90668184374,2189.41519269911
5000,215.344816075578,-4722.96002279038
2737.94407125331,-5000,-4595.26398895854
2651.80374283138,-684.01134952795,4983.98499059908
2811.35728923145,-5000,106.129939832887
3956.0133451513,1998.26546759159,4070.08993971435
2842.08931410852,-3776.52915494674,-5000
5000,3411.9230946411,3287.08706342088
2599.84808578285,5000,-3453.82469485497
5000,-2778.66251188592,2206.82508489744
5000,1194.16708449381,2524.20597801391
5000,-961.751027590173,3156.62516012837
3998.01639248422,-273.129505281531,-2375.98135154935
5000,-26.7677428770708,-3530.30197874937
3704.70262669962,521.179258242847,2617.25854019564
4965.34937834571,-3900.14640279146,-1609.38371949568
5000,-4427.31798471068,-2547.29172280084
3077.34290090167,431.497648713124,-5000
5000,-4435.68841088378,396.827175517224
4792.02545696911,1625.81941817716,-1847.27905913323
5000,-1113.88857078746,3782.59616936743
5000,4739.37397209142,3732.70908604063
5000,-3505.79987614971,2439.60639803962
3730.38502585634,-2249.06243827263,-993.414593468929
3356.61541786031,-266.301848361813,3119.91228873309
5000,3565.49103718811,-2132.46832683517
4636.58461882365,-451.557482808567,1997.53543006836
5000,1000.775202406,1139.47708819548
5000,-2897.59141411251,288.901642274303
5000,3661.40876230168,200.799658762158
5000,-2285.37593637789,-1294.23920020719
4042.54040666104,4661.45590507464,4543.30808385988
5000,-731.749344336892,-1448.85070583919
3618.82653707032,-5000,-3859.51850674994
3693.01715076149,892.951182923789,-3564.50354177233
5000,4590.6972436687,-422.156804273222
5000,-4073.06844973178,4316.19087821228
5000,-1332.26025692466,4449.60978106156
5000,-283.275356566054,933.891906571597
3585.07779964407,-5000,-2721.12122547492
3462.77599720371,5000,-1569.82806180915
3199.88876507242,-0.740609172570657,4222.60849868138
3997.23654816611,1327.56862115095,-1116.33523242271
5000,-2691.57323766101,-1126.55329185837
5000,2103.41205632157,-2260.48027008985
5000,127.505239762082,-1252.26830164535
5000,-2602.2578268195,2880.14555663
5000,-514.068744165381,4019.84708744789
5000,-1568.74135130602,-712.470563064057
4142.41065939442,889.314218774148,5000
3582.15960574464,-547.671098362899,-552.438596764017
5000,-4519.66210305138,3025.31565018178
5000,-2779.71438908079,-3244.96239808851
3771.44232067619,1502.87741477568,-585.492795511629
5000,-4560.01742740096,964.359666454309
5000,2297.16565005442,-2351.88553803245
5000,-3934.96314704756,923.476102249517
5000,-1730.49364760457,-1584.90290947253
3594.70813274764,-679.216648260341,5000
4585.08530857369,2064.88596083319,-2888.13796453094
3655.09398305125,-1261.8430225512,-1130.46131818393
3742.11239753227,4384.36206438889,-4012.0695623134
5000,4583.30546841803,-4734.57668717026
5000,1046.11706766861,1788.56189644159
5000,-424.768298245947,2438.90343590154
5000,365.573051258324,-447.706374220298
5000,-164.470951784556,-3645.76776975669
5000,3254.23450499493,1899.31110932199
5000,219.832056652714,1547.39993402217
4523.28809233018,5000,-4039.04505271087
5000,-1885.81724045037,4304.47317215295
5000,-4866.08250706701,-1349.01698940725
5000,-1690.28799022273,1083.3790173988
5000,749.662862224878,3843.64876445069
5000,4268.99144661317,2473.37106164901
5000,-1770.83504212766,2589.6427585874
5000,3498.43532509654,-3572.39428580983
5000,4321.31901781948,-3598.00449626768
5000,-1980.646304769,3104.21465993047
4855.53160722755,-1160.59520774185,-3977.39836791464
5000,3806.1067662756,-3937.37836358058
5000,2627.09113694637,1730.26194557632
5000,-1099.7597181318,-3498.00726232382
5000,1627.86460746779,450.994674718855
4695.81841566927,859.259921486391,5000
5000,2685.05139773563,-3256.3901885425
5000,-2564.86128944441,-1330.47391306341
5000,-2432.17457103533,-3042.63852110194
5000,2079.61755137113,2353.86167246439
5000,2818.62465634076,378.700572215921
5000,-4113.79464480424,-1483.19311457291
5000,-4209.37005304343,1282.30863091672
5000,4917.7334003533,2912.43041845257
5000,4516.05011482006,127.577383940598
5000,-1126.71993264818,4747.84309165573
5000,-1823.22140012199,290.683235674212
5000,-1525.23346506892,2224.38202222794
5000,598.350872167653,-242.484499556541
5000,-4266.16628897089,-3773.88172280203
5000,-2456.20339955356,-2657.38387812609
5000,-2429.63780368038,1192.46496680503
5000,-4547.39384234608,-410.884225856586
